KepID,DispositionScore,NotTransit-LikeFalsePositiveFlag,koi_fpflag_ss,CentroidOffsetFalsePositiveFlag,EphemerisMatchIndicatesContaminationFalsePositiveFlag,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,TCEDeliver,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
11465651,1.0,0,0,0,0,31.3351094,0.000318,-0.000318,136.97538,0.00808,-0.00808,0.706,0.002,-0.525,6.071,0.254,-0.254,265.0,18.3,-18.3,1.99,0.57,-0.25,666.0,46.53,39.13,-14.81,16.7,1.0,1,6404.0,173.0,-192.0,4.393,0.06,-0.18,1.142,0.327,-0.14,296.62704,49.353901,14.681,1,1
4935172,0.785,0,0,0,0,2.17291055,1.4e-05,-1.4e-05,131.73552,0.00587,-0.00587,0.362,0.101,-0.362,2.139,0.174,-0.174,76.4,6.7,-6.7,0.93,0.3,-0.1,1507.0,1220.49,1174.83,-379.45,13.6,1.0,1,6164.0,171.0,-214.0,4.446,0.054,-0.216,1.045,0.341,-0.114,294.86319,40.007511,14.229,1,1
9002278,0.994,0,0,0,0,122.3858681,0.000502,-0.000502,150.41158,0.00317,-0.00317,0.101,0.353,-0.101,7.123,0.102,-0.102,711.0,15.6,-15.6,1.72,0.1,-0.07,269.0,1.24,0.27,-0.19,46.3,3.0,1,4926.0,98.0,-98.0,4.653,0.017,-0.049,0.662,0.041,-0.027,283.21274,45.349861,13.725,1,2
3103227,0.958,0,0,0,0,225.585245,0.00358,-0.00358,272.79566,0.00914,-0.00914,0.066,0.381,-0.066,11.166,0.382,-0.382,755.0,46.5,-46.5,3.71,0.64,-0.58,348.0,3.48,1.57,-1.12,18.6,1.0,1,5929.0,77.0,-77.0,4.243,0.138,-0.112,1.363,0.236,-0.212,287.76456,38.294701,14.9,1,2
2712825,0.316,1,0,0,0,18.384953,0.00881,-0.00881,133.39,0.569,-0.569,0.012,0.46,-0.012,5.92,2.0,-2.0,92.9,18.4,-18.4,1.36,0.23,-0.24,872.0,136.82,60.06,-47.29,6.0,1.0,1,6335.0,76.0,-76.0,4.214,0.137,-0.125,1.401,0.24,-0.24,291.38812,37.990219,11.871,0,0
5385269,0.0,1,0,1,1,12.4258252,0.000247,-0.000247,141.5229,0.0155,-0.0155,0.689,0.234,-0.468,21.841,0.372,-0.372,130.0,5.0,-5.0,1.27,0.4,-0.17,822.0,108.1,103.86,-39.02,30.0,1.0,1,5968.0,184.0,-226.0,4.426,0.072,-0.203,1.048,0.333,-0.143,297.55103,40.557388,14.332,0,0
3762468,1.0,0,0,0,0,3.003879547,3.58e-06,-3.58e-06,134.709874,0.000991,-0.000991,0.338,0.05,-0.338,3.2848,0.0587,-0.0587,8540.0,122.0,-122.0,10.96,3.52,-1.17,1438.0,1011.87,959.94,-321.7,80.8,1.0,1,6311.0,177.0,-243.0,4.398,0.054,-0.216,1.172,0.376,-0.125,295.30753,38.881641,14.996,1,2
6609270,0.022,0,0,1,0,15.0367776,0.000161,-0.000161,133.6558,0.0102,-0.0102,1.115,70.92,-5.333,3.042,0.346,-0.346,504.0,56.1,-56.1,8.02,0.45,-0.58,381.0,4.96,1.04,-0.99,10.8,2.0,1,3729.0,75.0,-67.0,4.733,0.039,-0.021,0.514,0.029,-0.037,292.73764,42.014832,15.665,0,0
6629332,0.0,0,1,0,0,2.155278342,1.01e-06,-1.01e-06,133.576109,0.000394,-0.000394,0.926,3.878,-0.081,2.1064,0.0248,-0.0248,20700.0,182.0,-182.0,16.89,3.93,-1.57,1272.0,620.67,428.23,-162.39,142.7,1.0,1,5665.0,152.0,-152.0,4.568,0.038,-0.152,0.82,0.191,-0.076,297.70712,42.047371,13.997,0,0
9636559,0.0,0,1,0,0,10.63630585,2.44e-06,-2.44e-06,139.783159,0.000262,-0.000262,0.398,0.003,-0.004,5.17212,0.00584,-0.00584,216000.0,218.0,-218.0,64.91,17.2,-14.1,1110.0,358.62,290.9,-170.52,1419.0,1.0,1,6781.0,212.0,-259.0,4.221,0.175,-0.175,1.345,0.357,-0.292,285.33444,46.309879,17.035,0,0
10801249,0.0,0,0,0,1,1.67495622,1.72e-05,-1.72e-05,131.8099,0.0108,-0.0108,0.399,0.06,-0.399,2.994,0.268,-0.268,35.9,2.8,-2.8,0.77,0.17,-0.12,1843.0,2732.19,1792.21,-1003.77,15.3,1.0,1,6323.0,158.0,-205.0,4.296,0.113,-0.137,1.263,0.284,-0.19,293.4678,48.12608,13.363,0,0
7582689,0.983,0,0,0,0,11.9216035,0.000118,-0.000118,137.47581,0.00815,-0.00815,0.929,0.04,-0.664,5.009,0.205,-0.205,43.2,3.1,-3.1,0.87,0.15,-0.06,851.0,123.89,52.32,-22.66,15.1,1.0,1,6006.0,72.0,-84.0,4.403,0.054,-0.117,1.082,0.178,-0.076,281.11234,43.227791,11.973,1,2
6057750,0.184,0,0,0,0,1.6037058,2.59e-05,-2.59e-05,131.9529,0.0184,-0.0184,0.729,0.228,-0.483,9.067,0.784,-0.784,32.8,2.0,-2.0,1.54,0.37,-0.33,2492.0,9138.09,5555.35,-3791.05,22.4,1.0,1,6400.0,76.0,-76.0,3.877,0.165,-0.135,2.512,0.599,-0.544,296.104,41.36927,13.7,1,1
5781192,0.0,0,1,0,0,9.459993213,4.48e-07,-4.48e-07,138.3433458,3.86e-05,-3.86e-05,0.743,0.011,-0.027,5.3012,0.00195,-0.00195,238000.0,38.5,-38.5,51.89,11.8,-4.69,766.0,81.31,54.69,-20.96,3164.4,1.0,1,5569.0,149.0,-149.0,4.566,0.038,-0.152,0.829,0.188,-0.075,288.69742,41.059231,12.989,0,0
6205897,1.0,0,0,0,0,4.417692516,9.04e-06,-9.04e-06,133.96139,0.00159,-0.00159,0.971,0.043,-0.685,2.323,0.122,-0.122,279.0,9.0,-9.0,1.57,0.09,-0.06,790.0,92.16,17.36,-12.69,35.1,1.0,1,4766.0,77.0,-77.0,4.645,0.015,-0.039,0.664,0.037,-0.027,292.13297,41.547539,14.31,1,2
7032001,0.0,1,0,1,1,0.566810643,5.35e-06,-5.35e-06,131.80277,0.00709,-0.00709,0.315,0.185,-0.315,3.471,0.204,-0.204,45.6,3.7,-3.7,0.52,0.13,-0.04,1976.0,3605.07,2659.11,-788.18,17.2,1.0,1,5776.0,157.0,-157.0,4.598,0.04,-0.16,0.758,0.189,-0.05,291.27859,42.53738,14.844,0,0
5563937,0.0,0,1,1,0,0.519437968,1.76e-06,-1.76e-06,131.78909,0.00326,-0.00326,1.172,0.951,-0.167,2.129,0.136,-0.136,226.0,11.1,-11.1,20.48,6.59,-2.2,2402.0,7822.62,7639.63,-2563.25,25.4,1.0,1,6181.0,193.0,-257.0,4.464,0.054,-0.216,1.006,0.324,-0.108,299.08536,40.774529,15.421,0,0
8410415,0.985,0,0,0,0,44.2993483,0.000266,-0.000266,141.28194,0.00497,-0.00497,0.614,0.346,-0.389,4.298,0.146,-0.146,798.0,38.7,-38.7,2.68,0.22,-0.21,463.0,10.85,2.66,-2.18,23.2,1.0,1,5316.0,85.0,-74.0,4.459,0.077,-0.063,0.915,0.074,-0.074,282.03329,44.478008,15.115,1,1
7466270,0.782,0,0,0,0,16.1558656,0.000142,-0.000142,140.23012,0.00767,-0.00767,0.973,0.068,-0.653,3.798,0.31,-0.31,731.0,46.2,-46.2,2.04,0.14,-0.18,455.0,10.1,3.04,-2.93,17.5,1.0,1,4504.0,142.0,-178.0,4.713,0.058,-0.031,0.53,0.038,-0.046,297.27222,43.098721,15.771,1,1
7177553,0.0,0,1,0,0,17.99646148,1.25e-06,-1.25e-06,139.5431461,5.59e-05,-5.59e-05,1.091,0.027,-0.031,4.65638,0.00238,-0.00238,62800.0,23.6,-23.6,114.45,35.0,-70.0,1004.0,240.38,227.2,-208.37,1951.8,1.0,1,5684.0,190.0,-173.0,3.788,0.656,-0.164,2.249,0.688,-1.376,283.01212,42.721272,11.511,0,0
3248332,0.0,1,0,0,0,7.363572395,5.21e-06,-5.21e-06,138.70442,0.000582,-0.000582,0.922,0.088,-0.038,5.7545,0.0332,-0.0332,130000.0,677.0,-677.0,82.22,27.0,-16.6,1287.0,649.25,611.6,-294.98,224.9,2.0,1,6793.0,165.0,-259.0,4.208,0.124,-0.186,1.508,0.495,-0.304,294.66467,38.333,13.102,0,0
8297017,0.206,0,0,0,0,128.208643,0.00198,-0.00198,230.1943,0.0108,-0.0108,0.811,0.163,-0.566,2.745,0.509,-0.509,212.0,30.7,-30.7,6.15,0.65,-2.44,792.0,93.05,35.71,-64.05,8.9,2.0,1,7128.0,224.0,-274.0,3.52,0.352,-0.088,3.811,0.403,-1.51,290.80057,44.270512,11.036,1,1
10122538,1.0,0,0,0,0,37.6333868,0.000779,-0.000779,158.8156,0.0238,-0.0238,0.338,0.135,-0.338,4.49,0.221,-0.221,1660.0,98.0,-98.0,2.25,0.14,-0.1,299.0,1.88,0.4,-0.31,18.6,4.0,1,3891.0,70.0,-86.0,4.718,0.018,-0.042,0.564,0.035,-0.026,283.33606,47.174541,16.279,1,2
2422820,1.0,0,0,0,0,13.8911152,0.000202,-0.000202,137.3481,0.0105,-0.0105,0.168,0.284,-0.168,5.062,0.372,-0.372,205.0,23.8,-23.8,1.12,0.18,-0.14,674.0,48.8,25.5,-15.91,10.3,1.0,1,5472.0,179.0,-163.0,4.499,0.115,-0.115,0.79,0.124,-0.101,286.13458,37.799881,15.365,1,1
10586744,0.526,0,0,0,0,21.3761817,0.000472,-0.000472,143.6293,0.0177,-0.0177,0.017,0.456,-0.017,8.543,0.518,-0.518,104.0,10.4,-10.4,1.08,0.31,-0.24,717.0,62.37,53.03,-28.14,12.1,1.0,1,5984.0,161.0,-161.0,4.322,0.195,-0.195,1.052,0.305,-0.229,285.70697,47.869968,14.143,1,1
8110757,0.975,0,1,0,0,0.518060209,3.75e-06,-3.75e-06,131.9425,0.01,-0.01,1.262,0.964,-0.018,1.8062,0.0203,-0.0203,2260.0,20.2,-20.2,61.49,39.0,-39.0,2921.0,17224.79,36246.56,-15191.5,140.6,1.0,1,5405.0,208.0,-170.0,3.853,0.77,-0.33,1.772,1.123,-1.123,296.18478,43.980751,14.463,1,1
9044228,1.0,0,0,0,0,0.934885365,9.1e-07,-9.1e-07,131.580676,0.00082,-0.00082,0.731,0.159,-0.487,1.4083,0.0277,-0.0277,270.0,5.7,-5.7,3.21,1.91,-1.91,2080.0,4435.29,8252.09,-3775.76,57.8,1.0,1,4777.0,143.0,-119.0,3.909,0.707,-0.353,1.795,1.067,-1.067,298.3266,45.31551,14.145,1,2
9597806,1.0,0,0,0,0,5.101375725,8.82e-06,-8.82e-06,357.48217,0.00117,-0.00117,0.027,0.358,-0.027,2.595,0.0378,-0.0378,895.0,18.9,-18.9,2.84,0.88,-0.3,1050.0,287.28,264.29,-87.12,55.1,1.0,1,5869.0,164.0,-205.0,4.479,0.067,-0.202,0.954,0.297,-0.099,295.57727,46.254742,15.455,1,2
4135665,1.0,0,0,0,0,4.16811839,1.6e-05,-1.6e-05,134.89621,0.0029,-0.0029,0.709,0.021,-0.512,2.8084,0.0982,-0.0982,263.0,11.7,-11.7,2.28,0.35,-0.44,1277.0,628.73,256.92,-238.49,26.7,1.0,1,5689.0,77.0,-77.0,4.202,0.162,-0.108,1.313,0.204,-0.25,284.58255,39.220211,14.801,1,2
5792202,1.0,0,0,0,0,6.54626149,2.67e-05,-2.67e-05,133.85964,0.00317,-0.00317,0.644,0.295,-0.438,2.75,0.111,-0.111,656.0,30.0,-30.0,2.19,0.22,-0.08,810.0,101.78,31.02,-14.45,24.8,3.0,1,5251.0,105.0,-105.0,4.581,0.01,-0.085,0.817,0.08,-0.029,292.23676,41.08588,15.855,1,1
6806695,0.0,0,1,1,0,0.855922327,2.66e-06,-2.66e-06,131.64426,0.00262,-0.00262,0.009,0.45,-0.009,1.514,0.0923,-0.0923,131.0,7.9,-7.9,0.87,0.12,-0.1,1658.0,1782.11,869.15,-540.41,21.1,1.0,1,5437.0,178.0,-146.0,4.539,0.081,-0.09,0.759,0.109,-0.09,298.90161,42.212799,14.663,0,0
10668665,0.0,0,1,1,0,9.60853601,6.27e-05,-6.27e-05,137.74499,0.00666,-0.00666,1.229,74.01,-1.129,3.672,0.267,-0.267,584.0,37.2,-37.2,31.99,9.56,-4.09,984.0,221.77,194.86,-79.03,19.3,1.0,1,6377.0,174.0,-261.0,4.398,0.062,-0.2,1.158,0.346,-0.148,293.09589,47.996578,15.974,0,0
5905822,1.0,0,0,0,0,6.99205021,3.84e-05,-3.84e-05,138.05147,0.00493,-0.00493,0.944,0.006,-0.723,5.037,0.122,-0.122,33.4,1.6,-1.6,1.06,0.18,-0.2,1194.0,479.87,237.62,-188.6,24.4,1.0,1,6057.0,134.0,-121.0,4.139,0.168,-0.112,1.467,0.25,-0.277,299.16049,41.14373,10.787,1,1
10275887,0.0,0,1,0,0,9.726748645,1.13e-06,-1.13e-06,139.4774644,9.89e-05,-9.89e-05,1.883,0.018,-0.024,19.4093,0.0111,-0.0111,393000.0,114.0,-114.0,277.38,79.7,-106.0,997.0,233.38,207.21,-154.66,4414.3,1.0,1,5618.0,186.0,-169.0,4.107,0.378,-0.162,1.406,0.404,-0.538,292.59222,47.392277,13.04,0,0
7431665,0.035,0,1,0,0,281.509095,0.00154,-0.00154,171.52715,0.00636,-0.00636,0.626,0.022,-0.064,40.963,0.427,-0.427,5950.0,36.0,-36.0,85.77,18.3,-18.3,685.0,52.05,29.61,-22.57,182.5,1.0,1,4797.0,76.0,-104.0,2.632,0.033,-0.03,10.709,2.289,-2.289,287.37662,43.009491,10.974,0,0
7366258,1.0,0,0,0,0,5.902245782,7.37e-06,-7.37e-06,136.78393,0.00101,-0.00101,0.209,0.165,-0.209,2.9003,0.0317,-0.0317,702.0,12.8,-12.8,2.43,0.27,-0.18,926.0,173.74,58.69,-36.35,59.3,3.0,1,5427.0,108.0,-108.0,4.463,0.064,-0.088,0.929,0.104,-0.069,292.87338,42.966141,15.158,1,2
10874226,0.0,0,1,0,0,11.97360504,8.94e-06,-8.94e-06,144.779315,0.000591,-0.000591,1.3,12.63,-0.113,4.3117,0.0321,-0.0321,3820.0,26.6,-26.6,38.2,13.0,-4.05,820.0,106.83,110.24,-32.69,172.9,1.0,1,6146.0,192.0,-213.0,4.497,0.054,-0.216,0.943,0.321,-0.1,296.71634,48.211262,15.175,0,0
11497958,1.0,0,0,0,0,5.841636615,9.84e-06,-9.84e-06,135.92315,0.00132,-0.00132,0.026,0.405,-0.026,1.8734,0.0467,-0.0467,1340.0,37.0,-37.0,1.38,0.17,-0.21,446.0,9.38,3.49,-3.2,41.1,1.0,1,3526.0,71.0,-78.0,4.866,0.066,-0.044,0.383,0.048,-0.058,286.54001,49.437328,15.921,1,2
10978763,0.982,0,0,0,0,10.55840479,8.57e-05,-8.57e-05,136.34449,0.00678,-0.00678,0.31,0.146,-0.31,3.366,0.18,-0.18,194.0,14.3,-14.3,1.41,0.2,-0.19,796.0,94.94,35.49,-28.09,14.6,3.0,1,5353.0,80.0,-72.0,4.358,0.137,-0.1,1.023,0.141,-0.141,293.35172,48.444641,14.531,1,2
12404305,1.0,0,0,0,0,22.18332255,4.4e-05,-4.4e-05,169.49619,0.00158,-0.00158,0.024,0.367,-0.024,5.1364,0.0539,-0.0539,748.0,12.2,-12.2,2.78,0.38,-0.39,646.0,41.24,16.74,-12.86,70.3,1.0,1,5565.0,111.0,-100.0,4.361,0.138,-0.103,1.03,0.144,-0.144,289.52115,51.237309,14.118,1,2
6675757,0.982,0,0,0,0,22.2903562,0.000237,-0.000237,152.37929,0.00818,-0.00818,0.028,0.423,-0.028,1.623,0.287,-0.287,130.0,19.8,-19.8,1.13,0.16,-0.1,632.0,37.67,14.05,-7.79,8.1,1.0,1,5597.0,75.0,-84.0,4.418,0.085,-0.114,1.0,0.141,-0.082,286.52942,42.167511,13.993,1,1
6428794,0.999,0,0,0,0,169.135056,0.00155,-0.00155,201.8055,0.00854,-0.00854,0.754,0.164,-0.55,8.931,0.213,-0.213,641.0,30.2,-30.2,2.21,0.15,-0.12,273.0,1.31,0.3,-0.23,24.5,1.0,1,5171.0,103.0,-103.0,4.545,0.045,-0.05,0.801,0.054,-0.043,286.60889,41.889339,14.566,1,2
7798259,0.0,0,1,0,0,1.734221252,4.75e-07,-4.75e-07,132.833439,0.000221,-0.000221,0.553,0.201,-0.048,2.4577,0.0156,-0.0156,290000.0,2290.0,-2290.0,42.06,3.3,-4.01,1114.0,363.79,111.97,-100.05,542.2,1.0,1,4765.0,142.0,-142.0,4.584,0.056,-0.032,0.702,0.055,-0.067,280.34384,43.596142,15.726,0,0
2708614,0.0,0,1,0,0,52.884577,0.00174,-0.00174,147.01058,0.00373,-0.00373,1.272,6.657,-0.09,7.892,0.126,-0.126,12000.0,188.0,-188.0,48.13,14.9,-5.94,555.0,22.44,19.82,-7.54,72.6,1.0,1,6483.0,155.0,-233.0,4.42,0.067,-0.202,1.078,0.333,-0.133,290.40158,37.942009,15.694,0,0
9963009,0.0,0,1,0,0,40.06967462,8.19e-06,-8.19e-06,153.018227,0.000158,-0.000158,0.767,0.002,-0.001,9.3564,0.0103,-0.0103,41900.0,49.7,-49.7,27.38,8.16,-4.4,588.0,28.2,24.89,-10.99,1304.8,1.0,1,5911.0,166.0,-208.0,4.321,0.124,-0.186,1.207,0.36,-0.194,296.4682,46.85178,14.458,0,0
6932987,1.0,0,0,0,0,19.25404023,5.13e-05,-5.13e-05,164.78424,0.00225,-0.00225,0.548,0.328,-0.338,4.6509,0.0749,-0.0749,988.0,21.5,-21.5,3.04,0.88,-0.29,657.0,44.17,37.57,-12.65,50.7,1.0,1,5798.0,156.0,-191.0,4.507,0.048,-0.204,0.941,0.273,-0.091,286.35806,42.406509,15.368,1,2
10453588,0.939,0,0,0,0,68.8861017,0.000558,-0.000558,160.29958,0.00684,-0.00684,0.241,0.207,-0.241,5.925,0.227,-0.227,144.0,8.7,-8.7,1.47,0.24,-0.33,501.0,14.91,7.01,-6.42,19.5,1.0,1,5753.0,115.0,-92.0,4.2,0.201,-0.108,1.222,0.202,-0.27,283.8851,47.637218,12.464,1,2
5174858,0.998,0,0,0,0,7.9709719,2.18e-05,-2.18e-05,134.0507,0.00232,-0.00232,0.911,0.002,-0.645,1.2893,0.0874,-0.0874,488.0,34.8,-34.8,2.27,0.34,-0.16,760.0,79.1,38.66,-18.4,17.3,1.0,1,5237.0,157.0,-157.0,4.572,0.028,-0.112,0.826,0.124,-0.057,288.02969,40.344151,15.43,1,1
9268456,0.175,1,0,0,0,84.644104,0.00237,-0.00237,132.5301,0.0259,-0.0259,0.178,0.261,-0.178,48.182,0.786,-0.786,512.0,17.2,-17.2,34.61,2.13,-12.1,1254.0,584.49,171.88,-381.22,33.5,1.0,1,5229.0,184.0,-253.0,2.486,0.03,-0.03,15.517,0.955,-5.412,285.50418,45.713482,15.359,0,0
3426367,1.0,0,0,0,0,2.10433534,4.47e-06,-4.47e-06,133.31612,0.00173,-0.00173,0.872,0.049,-0.661,1.1168,0.0649,-0.0649,242.0,15.0,-15.0,0.79,0.11,-0.08,662.0,45.34,17.7,-12.75,20.7,1.0,1,3605.0,71.0,-85.0,4.837,0.038,-0.071,0.433,0.058,-0.048,285.92889,38.520981,14.488,1,2
8644545,0.907,0,0,0,0,295.958914,0.00198,-0.00198,138.92548,0.00474,-0.00474,0.024,0.433,-0.024,4.244,0.19,-0.19,464.0,30.5,-30.5,2.1,0.27,-0.26,265.0,1.17,0.44,-0.34,17.5,1.0,1,5505.0,109.0,-98.0,4.386,0.126,-0.094,0.992,0.125,-0.125,298.13864,44.744061,13.344,1,1
7749773,1.0,0,0,0,0,13.7872627,0.000102,-0.000102,144.77403,0.00592,-0.00592,0.921,0.027,-0.659,5.747,0.134,-0.134,75.1,3.6,-3.6,1.55,0.29,-0.41,894.0,150.64,71.35,-73.09,23.9,1.0,1,5691.0,77.0,-77.0,4.139,0.231,-0.116,1.458,0.265,-0.383,290.66412,43.49984,12.458,1,1
9140402,1.0,0,0,0,0,2.494170338,1.26e-06,-1.26e-06,170.852848,0.000426,-0.000426,0.095,0.239,-0.095,1.1221,0.0175,-0.0175,864.0,13.9,-13.9,2.42,0.24,-0.12,1194.0,480.19,142.04,-79.6,69.2,1.0,1,5569.0,99.0,-110.0,4.566,0.02,-0.08,0.829,0.082,-0.041,284.75943,45.599129,15.251,1,1
10340423,1.0,0,0,0,0,6.73893544,2.69e-05,-2.69e-05,135.28218,0.00317,-0.00317,0.043,0.42,-0.043,2.813,0.114,-0.114,601.0,27.7,-27.7,1.44,0.06,-0.07,579.0,26.64,4.93,-4.29,24.2,2.0,1,4126.0,82.0,-82.0,4.668,0.022,-0.022,0.602,0.028,-0.028,292.19397,47.457088,15.962,1,2
4864734,0.0,0,1,1,0,1.845610523,3.56e-06,-3.56e-06,131.80574,0.00178,-0.00178,1.22,6.594,-0.048,2.337,0.0959,-0.0959,374.0,13.7,-13.7,77.83,20.3,-47.3,2502.0,9283.04,7634.38,-8024.34,33.3,1.0,1,5974.0,209.0,-188.0,3.639,0.697,-0.164,2.978,0.775,-1.809,298.69202,39.984039,13.809,0,0
6964929,0.941,0,0,0,0,0.665025941,1.53e-06,-1.53e-06,131.65962,0.002,-0.002,0.448,0.015,-0.448,1.7542,0.0663,-0.0663,105.0,4.7,-4.7,1.11,0.18,-0.08,2174.0,5246.66,2093.36,-1017.36,26.5,1.0,1,5884.0,70.0,-79.0,4.408,0.063,-0.117,1.07,0.166,-0.083,296.23282,42.47279,14.758,1,2
6231721,0.95,0,0,0,0,2.69339974,2.95e-05,-2.95e-05,131.9006,0.0104,-0.0104,0.279,0.186,-0.279,1.936,0.257,-0.257,148.0,22.0,-22.0,1.04,0.19,-0.11,1151.0,415.96,248.77,-117.07,8.7,1.0,1,5355.0,175.0,-159.0,4.511,0.057,-0.133,0.863,0.16,-0.086,298.68607,41.521069,15.673,1,1
11970288,0.0,0,1,0,0,20.7106853,0.00017,-0.00017,134.03192,0.00673,-0.00673,1.252,0.646,-0.095,42.737,0.357,-0.357,1000.0,7.8,-7.8,89.55,13.3,-28.7,1246.0,570.64,254.71,-339.96,154.4,1.0,1,6956.0,163.0,-225.0,3.738,0.278,-0.093,2.888,0.428,-0.927,295.21255,50.31691,11.308,0,0
6037581,1.0,0,0,0,0,9.59993246,2.14e-05,-2.14e-05,136.58227,0.00172,-0.00172,0.063,0.362,-0.063,4.3206,0.0549,-0.0549,271.0,5.5,-5.5,2.08,0.35,-0.35,967.0,206.91,95.83,-74.6,52.0,1.0,1,5865.0,105.0,-117.0,4.266,0.137,-0.112,1.272,0.213,-0.213,290.23764,41.331379,13.598,1,2
8262223,0.0,0,1,0,0,1.613014741,1.85e-07,-1.85e-07,131.7482916,9.44e-05,-9.44e-05,0.882,0.014,-0.015,4.39594,0.00538,-0.00538,152000.0,137.0,-137.0,157.33,21.7,-65.1,3145.0,23173.2,10276.62,-16452.32,1096.1,1.0,1,7832.0,216.0,-325.0,3.836,0.352,-0.088,2.779,0.383,-1.15,300.33246,44.144138,12.146,0,0
10600261,1.0,0,0,0,0,2.09227115,5.81e-06,-5.81e-06,133.06258,0.00217,-0.00217,0.271,0.184,-0.271,2.4062,0.0716,-0.0716,208.0,7.9,-7.9,2.06,0.33,-0.45,1648.0,1746.66,743.33,-730.66,30.0,2.0,1,5565.0,83.0,-66.0,4.117,0.201,-0.093,1.439,0.229,-0.315,291.97144,47.86417,14.915,1,2
10536177,0.0,1,0,1,0,0.93372261,2.05e-05,-2.05e-05,131.5423,0.0217,-0.0217,0.534,0.458,-0.314,3.052,0.85,-0.85,31.2,5.1,-5.1,0.59,0.17,-0.08,1949.0,3430.76,2967.19,-1109.12,8.2,1.0,1,5984.0,161.0,-179.0,4.419,0.087,-0.203,1.017,0.3,-0.128,292.31165,47.72583,14.862,0,0
8741367,1.0,0,0,0,0,0.9886684,0.000291,-0.000291,131.99354,0.00507,-0.00507,0.372,0.077,-0.372,2.023,0.238,-0.238,127.0,18.1,-18.1,3.18,0.55,-1.65,3183.0,24258.04,13028.49,-19374.23,8.7,1.0,1,6456.0,182.0,-228.0,3.725,0.527,-0.093,2.773,0.479,-1.436,286.29129,44.920082,12.551,1,1
7373451,1.0,0,0,0,0,226.8904775,0.000906,-0.000906,207.35971,0.00362,-0.00362,0.731,0.139,-0.492,7.558,0.193,-0.193,3140.0,69.4,-69.4,4.53,0.32,-0.2,236.0,0.73,0.18,-0.11,46.8,2.0,1,5067.0,102.0,-102.0,4.585,0.024,-0.048,0.75,0.052,-0.033,294.90973,42.935261,15.859,1,2
3765692,0.184,0,0,0,0,3.09383248,2.28e-05,-2.28e-05,132.75691,0.00637,-0.00637,0.356,0.1,-0.356,1.576,0.241,-0.241,374.0,51.3,-51.3,1.32,0.21,-0.09,998.0,233.91,126.41,-55.14,9.7,1.0,1,5327.0,190.0,-169.0,4.646,0.032,-0.097,0.681,0.107,-0.046,295.92456,38.876968,15.896,1,1
6697605,1.0,0,0,0,0,1.23935745,1.03e-05,-1.03e-05,131.85254,0.0075,-0.0075,0.932,0.039,-0.708,1.683,0.177,-0.177,151.0,19.4,-19.4,1.5,0.17,-0.15,1583.0,1488.51,459.8,-344.58,9.7,2.0,1,5370.0,85.0,-75.0,4.411,0.104,-0.076,0.966,0.105,-0.095,293.56635,42.13258,15.472,1,1
6129524,1.0,0,0,0,0,0.88184263,3.02e-06,-3.02e-06,131.68869,0.00314,-0.00314,0.454,0.495,-0.251,1.3117,0.0714,-0.0714,250.0,14.2,-14.2,1.24,0.21,-0.1,1564.0,1419.46,805.15,-388.71,21.2,1.0,1,5268.0,184.0,-184.0,4.594,0.035,-0.105,0.776,0.131,-0.066,293.67047,41.410252,15.919,1,2
11673686,0.309,0,1,0,0,4.618767943,1.1e-06,-1.1e-06,133.386655,0.000197,-0.000197,0.004,0.117,-0.004,6.03,0.0105,-0.0105,32600.0,55.8,-55.8,32.36,8.0,-14.8,1565.0,1418.08,1037.91,-1049.8,674.9,1.0,1,6195.0,169.0,-187.0,3.937,0.472,-0.157,1.781,0.44,-0.816,297.31537,49.706081,11.685,0,0
5088591,1.0,0,0,0,0,14.5324483,9.63e-05,-9.63e-05,140.72407,0.00552,-0.00552,0.001,0.459,-0.001,3.13,0.171,-0.171,1360.0,95.2,-95.2,3.11,0.5,-0.37,664.0,46.06,23.69,-13.87,16.5,1.0,1,5345.0,159.0,-143.0,4.473,0.104,-0.127,0.86,0.138,-0.101,288.47144,40.269791,14.625,1,2
