DispositionScore,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
0.0,1.303570451,3.24e-07,-3.24e-07,146.145985,0.000277,-0.000277,0.548,0.027,-0.023,2.28163,0.00616,-0.00616,332000.0,723.0,-723.0,235.58,131.0,-70.4,2720.0,12920.56,22282.74,-7126.36,573.2,1.0,4884.0,148.0,-111.0,3.279,0.32,-0.32,3.584,1.989,-1.071,292.00238,38.4352,15.832,0,0
0.0,5.110771787,9.4e-07,-9.4e-07,133.315344,0.000147,-0.000147,0.878,0.214,-0.033,2.48392,0.00863,-0.00863,50700.0,156.0,-156.0,26.98,8.33,-2.78,1048.0,284.85,257.97,-81.92,394.0,1.0,6029.0,163.0,-181.0,4.523,0.052,-0.208,0.894,0.276,-0.092,296.6817,47.600342,13.985,0,0
0.0,12.2141545,0.000187,-0.000187,141.3677,0.0121,-0.0121,1.175,26.7,-0.538,10.262,0.724,-0.724,536.0,27.6,-27.6,18.13,3.48,-1.49,683.0,51.37,32.51,-13.95,24.7,1.0,5435.0,193.0,-193.0,4.578,0.025,-0.136,0.824,0.158,-0.068,299.03641,40.583172,15.352,0,0
0.0,1.811460943,3.8e-06,-3.8e-06,132.93207,0.00218,-0.00218,0.971,0.004,-0.004,5.065,0.115,-0.115,429.0,9.4,-9.4,2.83,0.82,-0.51,1508.0,1224.37,1038.17,-481.1,83.9,1.0,5700.0,152.0,-152.0,4.382,0.149,-0.182,1.008,0.292,-0.179,295.47537,45.239979,14.674,0,0
1.0,4.09578199,2e-05,-2e-05,131.61992,0.00429,-0.00429,0.752,0.029,-0.539,1.704,0.12,-0.12,406.0,37.4,-37.4,1.64,0.12,-0.13,851.0,124.3,36.62,-29.87,11.9,1.0,4791.0,143.0,-129.0,4.577,0.045,-0.036,0.742,0.054,-0.059,292.03348,37.974548,15.958,1,1
0.0,2.243015737,4.5e-08,-4.5e-08,133.450825,1.74e-05,-1.74e-05,0.661,0.004,-0.006,4.31675,0.00095,-0.00095,278000.0,60.4,-60.4,92.34,25.6,-34.2,1813.0,2547.31,2085.03,-1654.61,5552.2,1.0,6181.0,169.0,-187.0,4.084,0.364,-0.156,1.444,0.401,-0.535,296.64883,39.318588,12.785,0,0
0.0,0.512581697,8.08e-07,-8.08e-07,132.80609,0.0013,-0.0013,0.283,0.196,-0.283,1.5789,0.0454,-0.0454,259.0,7.1,-7.1,1.32,0.28,-0.11,2009.0,3827.79,2451.16,-992.07,45.2,1.0,5547.0,149.0,-166.0,4.571,0.034,-0.136,0.82,0.176,-0.07,295.46658,46.012402,15.338,0,0
0.0,2.701287801,5.63e-06,-5.63e-06,170.69579,0.00164,-0.00164,1.016,3.967,-0.059,3.3827,0.0892,-0.0892,860.0,20.9,-20.9,6.54,1.64,-0.75,1222.0,527.81,411.33,-166.35,48.3,1.0,5550.0,182.0,-182.0,4.468,0.091,-0.169,0.91,0.228,-0.105,297.92365,48.777321,15.54,0,0
1.0,4.22464216,3.15e-05,-3.15e-05,133.09108,0.00606,-0.00606,0.913,0.057,-0.683,1.403,0.259,-0.259,987.0,195.0,-195.0,4.31,1.43,-0.47,1279.0,631.55,615.29,-203.32,7.7,1.0,6343.0,177.0,-243.0,4.408,0.054,-0.216,1.14,0.376,-0.125,294.69772,38.364159,15.341,1,1
1.0,8.18182189,2.3e-05,-2.3e-05,134.81423,0.00208,-0.00208,0.655,0.274,-0.444,2.4566,0.0738,-0.0738,300.0,11.7,-11.7,1.77,0.45,-0.26,981.0,218.9,162.3,-79.63,27.4,2.0,6224.0,169.0,-207.0,4.404,0.135,-0.18,0.969,0.243,-0.142,294.7699,39.39851,14.207,1,2
0.961,2.85855049,2.18e-05,-2.18e-05,132.28415,0.00629,-0.00629,0.972,0.014,-0.71,2.341,0.194,-0.194,85.4,9.1,-9.1,1.23,0.14,-0.13,1212.0,510.14,157.95,-122.77,11.4,1.0,5441.0,76.0,-76.0,4.415,0.108,-0.081,0.964,0.109,-0.1,297.23273,41.433411,14.636,1,1
0.0,0.755105584,4.6e-08,-4.6e-08,131.8133513,4.97e-05,-4.97e-05,0.732,0.034,-0.031,5.02374,0.00564,-0.00564,250000.0,153.0,-153.0,76.26,11.0,-5.45,2412.0,7996.1,3145.64,-1735.23,2158.5,1.0,6592.0,105.0,-157.0,4.369,0.032,-0.097,1.19,0.171,-0.085,284.35217,40.71471,11.638,0,0
0.828,2.76263737,1.62e-05,-1.62e-05,132.99574,0.00415,-0.00415,0.46,0.504,-0.264,1.821,0.138,-0.138,185.0,15.5,-15.5,1.25,0.38,-0.12,1231.0,544.05,487.13,-149.92,14.1,1.0,5772.0,156.0,-173.0,4.528,0.038,-0.212,0.901,0.275,-0.086,295.58649,49.666851,15.4,1,1
0.912,83.4463485,0.00037,-0.00037,158.68061,0.0039,-0.0039,0.058,0.369,-0.057,6.536,0.121,-0.121,503.0,15.0,-15.0,2.73,0.47,-0.37,471.0,11.59,5.56,-3.66,36.1,2.0,5952.0,119.0,-119.0,4.287,0.12,-0.12,1.225,0.207,-0.17,291.97617,38.05508,13.703,1,2
0.0,2.40440112,3.06e-05,-3.06e-05,133.1975,0.0118,-0.0118,0.669,0.271,-0.45,5.49,0.348,-0.348,27.1,1.9,-1.9,0.42,0.03,-0.03,1172.0,447.52,91.32,-82.53,16.7,1.0,5433.0,75.0,-86.0,4.55,0.055,-0.055,0.769,0.052,-0.052,297.1174,39.859112,12.632,0,0
0.915,20.3504704,0.000262,-0.000262,142.7588,0.0103,-0.0103,0.192,0.231,-0.192,7.225,0.25,-0.25,102.0,7.1,-7.1,1.01,0.29,-0.15,695.0,55.07,45.55,-19.97,16.6,1.0,5952.0,161.0,-178.0,4.41,0.101,-0.188,1.002,0.282,-0.152,290.94989,40.605221,13.914,1,2
0.0,0.646523404,9.88e-06,-9.88e-06,131.6881,0.0108,-0.0108,0.494,0.06,-0.435,3.917,0.715,-0.715,25.2,2.7,-2.7,0.85,0.28,-0.15,3163.0,23676.16,23849.25,-10301.81,14.2,1.0,7257.0,230.0,-316.0,4.185,0.108,-0.201,1.631,0.54,-0.291,293.05569,46.342331,12.884,0,0
0.972,8.8233996,0.000154,-0.000154,136.8921,0.0107,-0.0107,0.022,0.433,-0.022,6.735,0.335,-0.335,105.0,8.9,-8.9,1.13,0.35,-0.28,929.0,176.13,157.78,-87.32,13.3,1.0,5602.0,152.0,-152.0,4.269,0.253,-0.207,1.121,0.342,-0.28,285.59543,40.679722,14.598,1,1
1.0,8.01500821,3.26e-05,-3.26e-05,134.8277,0.00324,-0.00324,0.645,0.032,-0.484,3.0137,0.0915,-0.0915,363.0,14.0,-14.0,2.0,0.22,-0.27,865.0,132.46,40.95,-38.73,28.6,2.0,5359.0,80.0,-72.0,4.375,0.132,-0.077,1.002,0.111,-0.136,291.30222,47.697762,14.968,1,2
0.465,3.6092231,0.000554,-0.000554,132.463,0.188,-0.188,0.364,0.203,-0.364,2.8,10.3,-10.3,52.4,10.3,-10.3,0.68,0.21,-0.07,1192.0,477.0,437.64,-138.07,4.4,1.0,6032.0,162.0,-180.0,4.508,0.05,-0.212,0.929,0.291,-0.097,293.35861,42.80666,13.534,1,1
0.852,57.3888262,0.000582,-0.000582,141.62516,0.00752,-0.00752,0.876,0.083,-0.677,3.543,0.215,-0.215,344.0,31.6,-31.6,1.88,0.14,-0.1,406.0,6.41,1.46,-0.99,11.9,2.0,5242.0,84.0,-73.0,4.512,0.05,-0.061,0.856,0.063,-0.046,296.55005,49.102322,14.803,1,1
0.999,1.877878538,7.38e-06,-7.38e-06,132.26131,0.00326,-0.00326,0.248,0.211,-0.248,2.39,0.101,-0.101,47.5,2.8,-2.8,0.78,0.17,-0.1,1701.0,1977.35,1248.88,-642.81,20.6,1.0,6324.0,150.0,-188.0,4.352,0.096,-0.144,1.115,0.244,-0.142,290.69373,48.701481,13.295,1,2
1.0,8.408878137,6.13e-06,-6.13e-06,134.006366,0.000606,-0.000606,0.018,0.307,-0.018,3.4967,0.0196,-0.0196,799.0,6.1,-6.1,2.28,0.19,-0.2,809.0,101.22,28.04,-23.26,147.2,1.0,5551.0,111.0,-111.0,4.508,0.077,-0.063,0.812,0.07,-0.07,296.98102,43.209751,13.771,1,2
1.0,34.84398644,4.04e-05,-4.04e-05,172.633252,0.00094,-0.00094,0.934,0.575,-0.031,2.9315,0.0702,-0.0702,4520.0,82.5,-82.5,7.61,1.72,-0.91,511.0,16.1,11.1,-5.08,76.8,1.0,5509.0,166.0,-166.0,4.482,0.081,-0.15,0.871,0.196,-0.105,285.92001,39.624828,15.684,1,1
0.998,19.5650801,0.000177,-0.000177,136.28555,0.00743,-0.00743,0.025,0.425,-0.025,4.242,0.277,-0.277,61.7,5.3,-5.3,0.97,0.18,-0.12,791.0,92.77,46.07,-27.1,13.8,1.0,6180.0,111.0,-135.0,4.294,0.099,-0.132,1.235,0.223,-0.149,283.72427,46.879112,12.674,1,1
0.996,187.746606,0.00146,-0.00146,157.35064,0.00574,-0.00574,0.015,0.436,-0.015,5.885,0.179,-0.179,1580.0,90.1,-90.1,2.95,0.41,-0.3,267.0,1.2,0.59,-0.35,20.2,1.0,5303.0,193.0,-171.0,4.55,0.075,-0.075,0.753,0.104,-0.076,281.59415,42.596409,15.206,1,2
0.0,1.89127438,1.12e-05,-1.12e-05,132.68059,0.00537,-0.00537,0.514,0.421,-0.297,4.491,0.13,-0.13,32.3,1.5,-1.5,2.03,0.35,-1.03,3342.0,29488.85,15461.26,-23431.13,24.6,1.0,7919.0,220.0,-331.0,3.663,0.493,-0.087,3.46,0.584,-1.752,290.25375,37.92691,12.481,0,0
0.0,2.05048377,2.19e-05,-2.19e-05,133.2849,0.0114,-0.0114,0.013,0.453,-0.013,3.67,0.263,-0.263,60.5,5.1,-5.1,0.66,0.14,-0.1,1339.0,761.65,504.75,-261.35,14.3,1.0,5568.0,167.0,-150.0,4.451,0.126,-0.154,0.854,0.184,-0.123,287.17123,39.388329,14.352,0,0
1.0,2.508553286,7.67e-06,-7.67e-06,135.0112,0.00236,-0.00236,0.009,0.448,-0.009,2.2664,0.0736,-0.0736,212.0,9.0,-9.0,1.28,0.36,-0.13,1278.0,629.8,515.07,-167.5,26.8,1.0,5814.0,139.0,-156.0,4.523,0.05,-0.2,0.881,0.252,-0.084,283.98297,49.23299,14.271,1,2
1.0,17.50441726,4.69e-05,-4.69e-05,135.74731,0.00217,-0.00217,0.006,0.406,-0.006,4.2585,0.0648,-0.0648,725.0,17.1,-17.1,3.56,0.53,-0.73,824.0,108.78,42.49,-43.47,47.5,1.0,5815.0,78.0,-78.0,4.16,0.203,-0.101,1.329,0.197,-0.271,292.16617,38.739052,13.926,1,1
0.619,36.2530992,0.000961,-0.000961,142.0377,0.0247,-0.0247,0.721,0.0,-0.544,4.73,1.4,-1.4,152.0,35.7,-35.7,1.43,0.23,-0.08,582.0,27.17,11.03,-4.38,8.3,2.0,6002.0,71.0,-89.0,4.424,0.032,-0.12,1.081,0.171,-0.061,296.70724,41.203651,14.71,1,1
0.0,22.41831984,3.82e-06,-3.82e-06,172.797099,0.000139,-0.000139,0.8,0.002,-0.002,5.349,0.0104,-0.0104,11900.0,15.9,-15.9,9.94,1.44,-1.3,563.0,23.8,11.73,-7.66,944.4,1.0,5324.0,175.0,-143.0,4.491,0.11,-0.11,0.813,0.118,-0.106,296.89938,43.707218,14.479,0,0
0.993,24.5752524,0.000178,-0.000178,144.18324,0.00649,-0.00649,0.489,0.466,-0.288,2.258,0.145,-0.145,1000.0,81.2,-81.2,1.64,0.09,-0.11,316.0,2.35,0.49,-0.48,12.1,1.0,3678.0,73.0,-80.0,4.755,0.028,-0.032,0.512,0.029,-0.035,287.94861,42.156139,15.907,1,1
1.0,2.46697039,6.3e-06,-6.3e-06,354.93093,0.00169,-0.00169,0.574,0.327,-0.353,1.6345,0.059,-0.059,309.0,12.2,-12.2,1.56,0.07,-0.13,1139.0,398.42,66.01,-83.31,29.5,2.0,5074.0,83.0,-76.0,4.474,0.084,-0.03,0.863,0.039,-0.072,287.5932,44.17942,15.07,1,2
0.0,1.368617188,2.15e-06,-2.15e-06,169.95175,0.00127,-0.00127,0.464,0.068,-0.464,1.6235,0.0449,-0.0449,127.0,3.6,-3.6,1.84,0.56,-0.51,2255.0,6108.26,5489.2,-3335.9,44.4,1.0,6561.0,181.0,-227.0,4.14,0.209,-0.171,1.584,0.483,-0.439,294.91202,45.566685,13.361,0,0
0.951,5.42586901,1.77e-05,-1.77e-05,135.86589,0.00274,-0.00274,0.1,0.336,-0.1,2.5342,0.0836,-0.0836,259.0,10.8,-10.8,1.48,0.2,-0.08,973.0,211.66,76.42,-34.67,26.1,1.0,5594.0,75.0,-83.0,4.489,0.038,-0.113,0.934,0.127,-0.054,285.38742,45.049049,14.305,1,1
1.0,7.381980206,7.16e-06,-7.16e-06,173.072659,0.00076,-0.00076,0.096,0.283,-0.096,3.1152,0.0287,-0.0287,1430.0,15.3,-15.3,3.42,0.41,-0.27,876.0,138.88,49.66,-29.55,101.6,1.0,5559.0,110.0,-110.0,4.47,0.068,-0.102,0.914,0.11,-0.07,288.2341,40.520901,14.985,1,2
0.0,453.54212,0.0035,-0.0035,360.0617,0.00473,-0.00473,0.633,0.219,-0.405,17.026,0.24,-0.24,861.0,18.6,-18.6,9.23,1.76,-4.1,390.0,5.45,2.74,-3.85,48.8,1.0,5874.0,87.0,-79.0,3.664,0.375,-0.125,3.006,0.572,-1.335,287.97546,38.74028,13.436,1,1
0.956,7.7016694,0.000142,-0.000142,134.2294,0.0167,-0.0167,0.01,0.452,-0.01,10.898,0.413,-0.413,156.0,10.1,-10.1,4.44,0.47,-0.16,1627.0,1656.27,586.28,-222.45,17.8,1.0,5174.0,134.0,-93.0,3.228,0.036,-0.024,3.608,0.381,-0.127,288.79553,47.203651,15.268,1,1
0.804,145.881936,0.00515,-0.00515,194.6951,0.0342,-0.0342,0.325,0.142,-0.325,11.342,0.737,-0.737,157.0,15.7,-15.7,1.8,0.33,-0.3,424.0,7.63,3.67,-2.61,11.2,3.0,6052.0,82.0,-82.0,4.183,0.154,-0.112,1.424,0.263,-0.237,297.94476,42.191879,13.716,1,1
0.802,4.553370029,7.69e-07,-7.69e-07,135.433898,0.00014,-0.00014,0.951,0.103,-0.007,3.2209,0.0116,-0.0116,23700.0,59.4,-59.4,25.84,5.69,-3.77,1264.0,603.58,387.69,-213.9,570.6,1.0,6306.0,157.0,-189.0,4.346,0.113,-0.137,1.109,0.244,-0.162,293.2944,41.035351,11.471,0,0
0.0,8.344104633,6.02e-06,-6.02e-06,361.839209,0.000492,-0.000492,10.047,49.43,-1.794,1.8014,0.0277,-0.0277,9700.0,130.0,-130.0,836.31,199.0,-79.8,785.0,89.55,66.52,-25.45,89.7,1.0,5447.0,179.0,-179.0,4.559,0.038,-0.162,0.838,0.199,-0.08,298.76062,48.600182,15.734,0,0
1.0,1.104462494,1.55e-06,-1.55e-06,132.32134,0.00119,-0.00119,0.151,0.306,-0.151,1.0458,0.0407,-0.0407,469.0,17.0,-17.0,1.6,0.14,-0.16,1397.0,898.79,295.86,-253.88,35.3,1.0,5002.0,151.0,-136.0,4.543,0.078,-0.048,0.753,0.065,-0.079,290.95355,45.719528,15.277,1,2
0.0,6.14631207,3.7e-05,-3.7e-05,132.74983,0.00495,-0.00495,0.937,0.018,-0.656,3.803,0.147,-0.147,891.0,49.9,-49.9,4.79,1.43,-0.61,1260.0,594.72,524.24,-208.22,20.3,1.0,6726.0,187.0,-258.0,4.335,0.062,-0.188,1.31,0.391,-0.168,298.29898,40.470329,15.05,0,0
0.99,8.25980352,4.69e-05,-4.69e-05,137.47021,0.00485,-0.00485,0.161,0.302,-0.161,2.928,0.13,-0.13,298.0,18.0,-18.0,1.35,0.04,-0.1,714.0,61.43,8.65,-11.93,18.3,2.0,4891.0,78.0,-87.0,4.516,0.067,-0.018,0.805,0.028,-0.056,288.44739,44.801682,15.261,1,2
0.0,1.634614356,4.44e-07,-4.44e-07,133.96855,0.000224,-0.000224,1.229,0.062,-0.054,3.4422,0.0153,-0.0153,19800.0,66.0,-66.0,44.22,14.4,-4.79,1611.0,1597.73,1577.83,-494.27,376.5,1.0,6121.0,191.0,-212.0,4.468,0.054,-0.216,0.97,0.316,-0.105,294.88181,39.161072,15.31,0,0
0.972,1.97507424,1.39e-05,-1.39e-05,132.3567,0.00594,-0.00594,0.152,0.303,-0.152,2.61,0.175,-0.175,131.0,10.4,-10.4,1.08,0.35,-0.11,1477.0,1122.82,1093.9,-356.17,15.0,1.0,6065.0,190.0,-232.0,4.495,0.052,-0.208,0.947,0.304,-0.101,296.81158,41.51569,15.276,1,1
1.0,3.93246069,1.04e-05,-1.04e-05,132.55435,0.00235,-0.00235,0.416,0.042,-0.412,2.1763,0.0742,-0.0742,456.0,17.6,-17.6,1.65,0.1,-0.16,894.0,151.31,40.89,-40.08,30.6,1.0,4841.0,144.0,-129.0,4.533,0.072,-0.044,0.779,0.049,-0.074,289.92072,41.542831,15.32,1,2
0.0,4.426942241,3.53e-06,-3.53e-06,133.564383,0.00067,-0.00067,0.951,0.119,-0.033,1.6116,0.0565,-0.0565,2900.0,54.8,-54.8,5.43,0.92,-0.5,958.0,199.4,111.13,-53.33,68.9,1.0,5511.0,180.0,-163.0,4.569,0.056,-0.096,0.746,0.127,-0.068,287.13815,39.673592,15.469,0,0
0.0,0.93373711,1.28e-05,-1.28e-05,131.5293,0.0121,-0.0121,0.121,0.36,-0.121,3.151,0.344,-0.344,12.9,1.4,-1.4,0.37,0.07,-0.05,2077.0,4422.99,2413.54,-1499.26,11.2,1.0,6300.0,152.0,-190.0,4.391,0.096,-0.132,1.025,0.19,-0.139,292.94501,47.528469,12.72,0,0
0.966,66.119119,0.00104,-0.00104,145.2356,0.0144,-0.0144,0.256,0.203,-0.256,3.086,0.318,-0.318,862.0,101.0,-101.0,3.0,0.85,-0.34,452.0,9.89,8.46,-3.14,9.8,1.0,5828.0,182.0,-203.0,4.462,0.05,-0.2,1.028,0.289,-0.116,295.79788,43.570389,15.978,1,1
0.921,5.204286663,6.14e-06,-6.14e-06,135.885314,0.000969,-0.000969,0.272,0.11,-0.155,6.2598,0.0678,-0.0678,35200.0,275.0,-275.0,16.0,2.56,-2.11,934.0,180.12,94.3,-60.46,153.0,1.0,5332.0,167.0,-167.0,4.471,0.108,-0.12,0.86,0.138,-0.113,291.09161,42.058479,15.424,0,0
0.085,24.8434837,0.000428,-0.000428,148.1777,0.0153,-0.0153,0.641,0.313,-0.42,4.8,0.367,-0.367,217.0,17.9,-17.9,1.58,0.23,-0.17,625.0,35.97,15.07,-9.45,14.2,4.0,5670.0,114.0,-114.0,4.397,0.095,-0.105,1.022,0.148,-0.108,291.55695,39.227291,14.028,1,1
0.0,10.64374377,5.86e-07,-5.86e-07,134.9422857,4.63e-05,-4.63e-05,0.353,0.003,-0.001,6.29783,0.00221,-0.00221,437000.0,240.0,-240.0,47.87,4.96,-4.97,675.0,49.06,18.23,-14.19,3167.9,1.0,5282.0,159.0,-159.0,4.578,0.084,-0.052,0.694,0.072,-0.072,287.71497,39.442711,14.343,0,0
0.0,1.333395306,7.41e-06,-7.41e-06,134.18228,0.00366,-0.00366,0.151,0.313,-0.151,1.188,0.168,-0.168,115.0,13.0,-13.0,0.86,0.1,-0.09,1390.0,880.53,384.08,-250.18,11.5,1.0,5199.0,171.0,-155.0,4.527,0.06,-0.082,0.811,0.1,-0.082,288.92575,39.90155,15.299,0,0
1.0,17.32419108,6.37e-05,-6.37e-05,142.09977,0.00323,-0.00323,0.764,0.148,-0.531,8.045,0.102,-0.102,241.0,5.3,-5.3,3.14,0.45,-0.76,964.0,204.1,84.23,-95.49,49.1,1.0,5968.0,120.0,-108.0,3.972,0.21,-0.084,1.857,0.264,-0.452,286.58316,39.077202,13.42,1,2
0.0,19.254536,0.000315,-0.000315,148.0172,0.014,-0.014,0.806,0.149,-0.566,4.754,0.333,-0.333,186.0,22.2,-22.2,1.32,0.35,-0.12,625.0,36.02,29.16,-9.91,9.2,2.0,5668.0,169.0,-186.0,4.545,0.033,-0.187,0.868,0.233,-0.078,298.28214,44.27206,15.23,1,1
0.371,13.09390911,1.61e-05,-1.61e-05,144.525,0.00102,-0.00102,0.86,0.001,-0.649,2.2805,0.0267,-0.0267,399.0,7.0,-7.0,2.2,0.34,-0.12,752.0,75.58,32.48,-13.89,62.2,1.0,5772.0,104.0,-127.0,4.487,0.03,-0.12,0.956,0.147,-0.053,294.45386,44.145973,12.706,1,2
1.0,6.400157105,9.02e-06,-9.02e-06,174.02214,0.0011,-0.0011,0.898,0.013,-0.693,2.0004,0.0418,-0.0418,743.0,17.4,-17.4,2.52,0.37,-0.22,810.0,101.72,49.04,-25.58,49.1,1.0,5299.0,159.0,-143.0,4.597,0.032,-0.097,0.766,0.113,-0.066,298.66373,47.762039,14.613,1,2
1.0,12.19140405,4.51e-05,-4.51e-05,136.33677,0.00312,-0.00312,0.091,0.371,-0.091,1.8832,0.0983,-0.0983,666.0,40.7,-40.7,2.46,0.67,-0.41,763.0,80.01,65.27,-30.82,19.4,1.0,5516.0,166.0,-166.0,4.399,0.144,-0.176,0.967,0.261,-0.161,300.1705,43.98497,15.364,1,1
1.0,3.97076603,1.11e-05,-1.11e-05,134.63962,0.00232,-0.00232,0.775,0.17,-0.542,1.814,0.07,-0.07,349.0,17.3,-17.3,1.6,0.19,-0.18,958.0,198.43,77.8,-60.0,23.9,1.0,5178.0,153.0,-153.0,4.521,0.085,-0.076,0.778,0.088,-0.088,295.30817,43.044411,15.443,1,2
0.0,0.933732791,7.52e-06,-7.52e-06,131.53707,0.00656,-0.00656,0.022,0.444,-0.022,3.056,0.199,-0.199,96.9,8.6,-8.6,0.9,0.27,-0.14,1773.0,2344.56,2123.67,-890.09,13.8,1.0,5496.0,182.0,-182.0,4.405,0.167,-0.222,0.927,0.272,-0.146,291.61646,48.775639,14.812,0,0
0.975,7.42697378,5.32e-05,-5.32e-05,133.099,0.00634,-0.00634,0.337,0.118,-0.337,3.206,0.209,-0.209,205.0,15.7,-15.7,1.4,0.19,-0.11,899.0,154.52,54.13,-31.74,15.4,1.0,5573.0,75.0,-83.0,4.434,0.066,-0.114,0.982,0.129,-0.08,297.07037,42.977741,14.985,1,2
0.999,7.94004281,8.5e-05,-8.5e-05,135.4315,0.00968,-0.00968,0.004,0.444,-0.004,3.282,0.285,-0.285,81.9,9.0,-9.0,0.98,0.32,-0.11,1010.0,245.79,229.28,-74.99,10.7,1.0,6278.0,149.0,-205.0,4.425,0.054,-0.216,1.081,0.353,-0.118,298.43478,48.706139,13.757,1,1
0.0,2.43585046,1.34e-05,-1.34e-05,132.89661,0.00444,-0.00444,0.471,0.484,-0.264,2.088,0.153,-0.153,60.5,4.7,-4.7,2.6,0.34,-1.03,2544.0,9880.82,4220.0,-6698.7,14.9,1.0,6501.0,177.0,-196.0,3.613,0.328,-0.082,3.247,0.429,-1.288,292.92432,38.44228,13.464,0,0
0.009,388.519605,0.00793,-0.00793,352.2898,0.0188,-0.0188,0.478,0.488,-0.272,10.613,0.51,-0.51,151.0,11.8,-11.8,2.3,0.6,-0.91,350.0,3.56,2.86,-2.44,15.1,1.0,6164.0,195.0,-238.0,3.985,0.364,-0.13,1.825,0.479,-0.719,291.07208,45.879307,11.543,0,0
0.998,41.7084063,0.000316,-0.000316,153.53793,0.00588,-0.00588,0.671,0.052,-0.493,8.567,0.189,-0.189,330.0,15.3,-15.3,2.19,0.63,-0.27,608.0,32.24,26.38,-10.54,24.3,1.0,6434.0,144.0,-208.0,4.394,0.06,-0.18,1.138,0.33,-0.141,296.10791,39.319908,14.155,1,2
0.988,19.94752741,7.98e-05,-7.98e-05,144.2469,0.00351,-0.00351,0.094,0.357,-0.094,1.756,0.121,-0.121,861.0,65.5,-65.5,2.52,0.57,-0.2,625.0,36.14,24.06,-9.0,16.0,1.0,5749.0,153.0,-170.0,4.547,0.04,-0.16,0.864,0.194,-0.069,288.95551,44.7057,15.999,1,1
0.0,3.479508244,2.03e-06,-2.03e-06,133.389072,0.000491,-0.000491,1.252,3.067,-0.128,3.9097,0.026,-0.026,3000.0,18.2,-18.2,444.46,73.7,-101.0,3167.0,23775.98,10105.8,-10352.41,195.7,1.0,4630.0,55.0,-62.0,2.437,0.126,-0.115,12.623,2.094,-2.879,300.76859,44.83062,10.565,0,0
0.996,38.2292037,0.000281,-0.000281,166.01191,0.00647,-0.00647,0.571,0.37,-0.354,3.893,0.178,-0.178,606.0,33.6,-33.6,1.51,0.13,-0.12,359.0,3.92,1.2,-1.0,21.0,1.0,4544.0,121.0,-135.0,4.656,0.048,-0.032,0.598,0.05,-0.05,290.83627,47.444939,14.847,1,1
0.926,36.7614011,0.000964,-0.000964,137.7551,0.0286,-0.0286,0.984,0.042,-0.752,15.982,0.763,-0.763,161.0,10.5,-10.5,1.52,0.24,-0.19,475.0,12.0,6.54,-3.94,16.2,1.0,5305.0,185.0,-185.0,4.504,0.09,-0.11,0.823,0.132,-0.099,289.41428,41.51004,15.598,1,1
0.0,0.706430188,4.93e-06,-4.93e-06,132.14208,0.00694,-0.00694,0.288,0.179,-0.288,1.301,0.146,-0.146,50.8,5.9,-5.9,0.41,0.02,-0.03,1473.0,1116.9,277.43,-254.27,11.0,1.0,5037.0,152.0,-167.0,4.689,0.052,-0.024,0.568,0.03,-0.034,290.59076,44.002579,14.001,0,0
0.0,0.730956716,6.45e-06,-6.45e-06,132.21412,0.00903,-0.00903,0.129,0.336,-0.129,2.097,0.224,-0.224,27.8,2.9,-2.9,0.57,0.18,-0.09,2192.0,5431.8,4959.62,-2003.13,11.2,1.0,6028.0,162.0,-180.0,4.371,0.108,-0.201,1.078,0.336,-0.168,289.7424,38.373169,13.707,0,0
0.0,18.61009258,1.96e-06,-1.96e-06,139.0850449,8.71e-05,-8.71e-05,1.258,0.04,-0.174,4.98308,0.00517,-0.00517,50800.0,39.2,-39.2,55.23,15.3,-5.08,686.0,52.24,42.55,-14.57,1309.3,1.0,6077.0,164.0,-200.0,4.526,0.046,-0.184,0.891,0.247,-0.082,290.88354,45.765869,15.84,0,0
0.0,0.817026268,4.35e-07,-4.35e-07,132.835239,0.000458,-0.000458,0.01,0.279,-0.01,2.0799,0.0156,-0.0156,1150.0,10.8,-10.8,2.92,0.83,-0.26,1784.0,2386.13,2041.12,-634.48,121.1,1.0,5619.0,169.0,-169.0,4.536,0.035,-0.196,0.874,0.248,-0.078,296.38229,48.045311,15.488,0,0
